tab	locations
location	age	age_sigma	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	citations
ECMB	1779	3	Ma	45.53728	45.51387	265.76964	265.7369	Intrusive	Diabase	Region	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
NED36-5a_LP-DIR-AF-205	NED36-5a_LP-DIR-AF	NED36-5a	1.5	226.6	7.4	0.008	0	0	0	8	273	This study	hargrave 2019-10-18 16:33:45	LT-AF-Z:LP-DIR-AF	g	7041	u	4	273	pmagpy-4.2.28	1.24e-08	4.06e-10	6.18e-11	8.42e-11
NED36-5a_LP-DIR-AF-206	NED36-5a_LP-DIR-AF	NED36-5a	1.4	226.5	7.3	0.009	0	0	0	9	273	This study	hargrave 2019-10-18 16:35:05	LT-AF-Z:LP-DIR-AF	g	7042	u	4	273	pmagpy-4.2.28	1.24e-08	4.06e-10	6.199999999999999e-11	8.080000000000001e-11
NED36-5a_LP-DIR-AF-207	NED36-5a_LP-DIR-AF	NED36-5a	1.4	226.7	7.1	0.01	0	0	0	10	273	This study	hargrave 2019-10-18 16:36:24	LT-AF-Z:LP-DIR-AF	g	7043	u	4	273	pmagpy-4.2.28	1.23e-08	4.04e-10	6.04e-11	8.190000000000001e-11
NED36-5a_LP-DIR-AF-208	NED36-5a_LP-DIR-AF	NED36-5a	1.4	226.8	6.7	0.012	0	0	0	11	273	This study	hargrave 2019-10-18 16:37:44	LT-AF-Z:LP-DIR-AF	g	7044	u	4	273	pmagpy-4.2.28	1.22e-08	3.98e-10	5.84e-11	8.31e-11
NED36-5a_LP-DIR-AF-209	NED36-5a_LP-DIR-AF	NED36-5a	1.5	227.0	6.3	0.014	0	0	0	12	273	This study	hargrave 2019-10-18 16:39:03	LT-AF-Z:LP-DIR-AF	g	7045	u	4	273	pmagpy-4.2.28	1.21e-08	3.95e-10	5.84e-11	8.359999999999999e-11
NED36-5a_LP-DIR-AF-210	NED36-5a_LP-DIR-AF	NED36-5a	1.5	227.2	6	0.016	0	0	0	13	273	This study	hargrave 2019-10-18 16:40:23	LT-AF-Z:LP-DIR-AF	g	7046	u	4	273	pmagpy-4.2.28	1.19e-08	3.97e-10	5.83e-11	8.51e-11
NED36-5a_LP-DIR-AF-211	NED36-5a_LP-DIR-AF	NED36-5a	1.5	227.4	5.6	0.018	0	0	0	14	273	This study	hargrave 2019-10-18 16:41:44	LT-AF-Z:LP-DIR-AF	g	7047	u	4	273	pmagpy-4.2.28	1.18e-08	3.98e-10	5.96e-11	8.26e-11
NED36-5a_LP-DIR-AF-212	NED36-5a_LP-DIR-AF	NED36-5a	1.5	227.6	5	0.02	0	0	0	15	273	This study	hargrave 2019-10-18 16:43:03	LT-AF-Z:LP-DIR-AF	g	7048	u	4	273	pmagpy-4.2.28	1.16e-08	3.81e-10	5.78e-11	8.240000000000001e-11
NED36-5a_LP-DIR-AF-213	NED36-5a_LP-DIR-AF	NED36-5a	1.5	227.8	4.4	0.022	0	0	0	16	273	This study	hargrave 2019-10-18 16:44:23	LT-AF-Z:LP-DIR-AF	g	7049	u	4	273	pmagpy-4.2.28	1.15e-08	3.86e-10	5.64e-11	8.409999999999999e-11
NED36-5a_LP-DIR-AF-214	NED36-5a_LP-DIR-AF	NED36-5a	1.5	228.2	3.8	0.024	0	0	0	17	273	This study	hargrave 2019-10-18 16:45:42	LT-AF-Z:LP-DIR-AF	g	7050	u	4	273	pmagpy-4.2.28	1.13e-08	3.82e-10	5.66e-11	8.229999999999999e-11
NED36-5a_LP-DIR-AF-215	NED36-5a_LP-DIR-AF	NED36-5a	1.5	228.4	3.3	0.026	0	0	0	18	273	This study	hargrave 2019-10-18 16:47:02	LT-AF-Z:LP-DIR-AF	g	7051	u	4	273	pmagpy-4.2.28	1.12e-08	3.76e-10	5.64e-11	8.26e-11
NED36-5a_LP-DIR-AF-216	NED36-5a_LP-DIR-AF	NED36-5a	1.5	228.3	3.2	0.028	0	0	0	19	273	This study	hargrave 2019-10-18 16:48:21	LT-AF-Z:LP-DIR-AF	g	7052	u	4	273	pmagpy-4.2.28	1.1e-08	3.66e-10	5.81e-11	8.02e-11
NED36-5a_LP-DIR-AF-217	NED36-5a_LP-DIR-AF	NED36-5a	1.5	228.7	2.6	0.03	0	0	0	20	273	This study	hargrave 2019-10-18 16:49:41	LT-AF-Z:LP-DIR-AF	g	7053	u	4	273	pmagpy-4.2.28	1.09e-08	3.66e-10	5.55e-11	7.61e-11
NED36-5a_LP-DIR-AF-218	NED36-5a_LP-DIR-AF	NED36-5a	1.5	228.8	2.1	0.032	0	0	0	21	273	This study	hargrave 2019-10-18 16:51:01	LT-AF-Z:LP-DIR-AF	g	7054	u	4	273	pmagpy-4.2.28	1.07e-08	3.61e-10	5.3e-11	8.12e-11
NED36-5a_LP-DIR-AF-219	NED36-5a_LP-DIR-AF	NED36-5a	1.6	229.3	1.8	0.034	0	0	0	22	273	This study	hargrave 2019-10-18 16:52:20	LT-AF-Z:LP-DIR-AF	g	7055	u	4	273	pmagpy-4.2.28	1.05e-08	3.56e-10	5.43e-11	8.06e-11
NED36-5a_LP-DIR-AF-220	NED36-5a_LP-DIR-AF	NED36-5a	1.5	229.3	0.7	0.036	0	0	0	23	273	This study	hargrave 2019-10-18 16:53:40	LT-AF-Z:LP-DIR-AF	g	7056	u	4	273	pmagpy-4.2.28	1.03e-08	3.42e-10	5.46e-11	7.6e-11
NED36-5a_LP-DIR-AF-221	NED36-5a_LP-DIR-AF	NED36-5a	1.5	229.7	0.4	0.038	0	0	0	24	273	This study	hargrave 2019-10-18 16:55:00	LT-AF-Z:LP-DIR-AF	g	7057	u	4	273	pmagpy-4.2.28	1.01e-08	3.51e-10	7.37e-11	7.93e-11
NED36-5a_LP-DIR-AF-222	NED36-5a_LP-DIR-AF	NED36-5a	1.6	230.1	0.6	0.04	0	0	0	25	273	This study	hargrave 2019-10-18 16:56:20	LT-AF-Z:LP-DIR-AF	g	7058	u	4	273	pmagpy-4.2.28	1.01e-08	3.42e-10	5.379999999999999e-11	7.8e-11
NED36-5a_LP-DIR-AF-223	NED36-5a_LP-DIR-AF	NED36-5a	1.6	230.1	0.8	0.042	0	0	0	26	273	This study	hargrave 2019-10-18 16:57:39	LT-AF-Z:LP-DIR-AF	g	7059	u	4	273	pmagpy-4.2.28	9.83e-09	3.34e-10	5.44e-11	7.509999999999999e-11
NED36-5a_LP-DIR-AF-224	NED36-5a_LP-DIR-AF	NED36-5a	1.5	230.6	0.4	0.044	0	0	0	27	273	This study	hargrave 2019-10-18 16:58:59	LT-AF-Z:LP-DIR-AF	g	7060	u	4	273	pmagpy-4.2.28	9.8e-09	3.25e-10	5.73e-11	7.13e-11
NED36-5a_LP-DIR-AF-225	NED36-5a_LP-DIR-AF	NED36-5a	1.5	230.0	0.5	0.046	0	0	0	28	273	This study	hargrave 2019-10-18 17:00:18	LT-AF-Z:LP-DIR-AF	g	7061	u	4	273	pmagpy-4.2.28	9.58e-09	3.1800000000000004e-10	5.68e-11	6.949999999999999e-11
NED36-5a_LP-DIR-AF-226	NED36-5a_LP-DIR-AF	NED36-5a	1.6	230.9	-0.1	0.048	0	0	0	29	273	This study	hargrave 2019-10-18 17:01:38	LT-AF-Z:LP-DIR-AF	g	7062	u	4	273	pmagpy-4.2.28	9.54e-09	3.25e-10	5.520000000000002e-11	7.349999999999999e-11
NED36-5a_LP-DIR-AF-227	NED36-5a_LP-DIR-AF	NED36-5a	1.6	230.3	-0.5	0.05	0	0	0	30	273	This study	hargrave 2019-10-18 17:02:57	LT-AF-Z:LP-DIR-AF	g	7063	u	4	273	pmagpy-4.2.28	9.29e-09	3.17e-10	5.379999999999999e-11	7.33e-11
NED36-5a_LP-DIR-AF-228	NED36-5a_LP-DIR-AF	NED36-5a	1.6	230.2	-0.3	0.054	0	0	0	31	273	This study	hargrave 2019-10-18 17:04:17	LT-AF-Z:LP-DIR-AF	g	7064	u	4	273	pmagpy-4.2.28	9.19e-09	3.12e-10	5.2e-11	6.999999999999999e-11
NED36-5a_LP-DIR-AF-229	NED36-5a_LP-DIR-AF	NED36-5a	1.6	230.7	-0.9	0.058	0	0	0	32	273	This study	hargrave 2019-10-18 17:05:36	LT-AF-Z:LP-DIR-AF	g	7065	u	4	273	pmagpy-4.2.28	8.95e-09	3.03e-10	5.54e-11	7.159999999999999e-11
NED36-5a_LP-DIR-AF-230	NED36-5a_LP-DIR-AF	NED36-5a	1.6	231.0	-1.8	0.062	0	0	0	33	273	This study	hargrave 2019-10-18 17:06:56	LT-AF-Z:LP-DIR-AF	g	7066	u	4	273	pmagpy-4.2.28	8.7e-09	2.96e-10	5.44e-11	6.73e-11
NED36-5a_LP-DIR-AF-231	NED36-5a_LP-DIR-AF	NED36-5a	1.6	230.7	-1.9	0.066	0	0	0	34	273	This study	hargrave 2019-10-18 17:08:17	LT-AF-Z:LP-DIR-AF	g	7067	u	4	273	pmagpy-4.2.28	8.240000000000001e-09	2.6000000000000003e-10	2.52e-11	6.45e-11
NED36-5a_LP-DIR-AF-232	NED36-5a_LP-DIR-AF	NED36-5a	1.6	231.5	-1.8	0.07	0	0	0	35	273	This study	hargrave 2019-10-18 17:09:36	LT-AF-Z:LP-DIR-AF	g	7068	u	4	273	pmagpy-4.2.28	8.1e-09	2.72e-10	5e-11	6.56e-11
NED36-5a_LP-DIR-AF-233	NED36-5a_LP-DIR-AF	NED36-5a	1.6	231.5	-3.2	0.074	0	0	0	36	273	This study	hargrave 2019-10-18 17:10:56	LT-AF-Z:LP-DIR-AF	g	7069	u	4	273	pmagpy-4.2.28	7.970000000000001e-09	2.7000000000000005e-10	4.779999999999999e-11	6.3e-11
NED36-5a_LP-DIR-AF-234	NED36-5a_LP-DIR-AF	NED36-5a	1.5	231.2	-2.4	0.078	0	0	0	37	273	This study	hargrave 2019-10-18 17:12:16	LT-AF-Z:LP-DIR-AF	g	7070	u	4	273	pmagpy-4.2.28	7.490000000000001e-09	2.5e-10	5.2e-11	5.51e-11
NED36-5a_LP-DIR-AF-235	NED36-5a_LP-DIR-AF	NED36-5a	1.5	231.7	-2.6	0.082	0	0	0	38	273	This study	hargrave 2019-10-18 17:13:36	LT-AF-Z:LP-DIR-AF	g	7071	u	4	273	pmagpy-4.2.28	7.4e-09	2.41e-10	4.61e-11	5.5299999999999986e-11
NED36-5a_LP-DIR-AF-236	NED36-5a_LP-DIR-AF	NED36-5a	1.6	230.3	-4.6	0.086	0	0	0	39	273	This study	hargrave 2019-10-18 17:14:56	LT-AF-Z:LP-DIR-AF	g	7072	u	4	273	pmagpy-4.2.28	6.970000000000001e-09	2.36e-10	4.3e-11	5.610000000000001e-11
NED36-5a_LP-DIR-AF-237	NED36-5a_LP-DIR-AF	NED36-5a	1.5	231.7	-3.5	0.09	0	0	0	40	273	This study	hargrave 2019-10-18 17:16:17	LT-AF-Z:LP-DIR-AF	g	7073	u	4	273	pmagpy-4.2.28	6.759999999999998e-09	2.21e-10	4.21e-11	4.99e-11
NED36-5a_LP-DIR-AF-238	NED36-5a_LP-DIR-AF	NED36-5a	1.7	231.3	-3.6	0.095	0	0	0	41	273	This study	hargrave 2019-10-18 17:17:37	LT-AF-Z:LP-DIR-AF	g	7074	u	4	273	pmagpy-4.2.28	6.37e-09	2.18e-10	4.21e-11	5.07e-11
NED36-5a_LP-DIR-AF-239	NED36-5a_LP-DIR-AF	NED36-5a	1.6	230.7	-5.1	0.1	0	0	0	42	273	This study	hargrave 2019-10-18 17:18:58	LT-AF-Z:LP-DIR-AF	g	7075	u	4	273	pmagpy-4.2.28	6.26e-09	2.03e-10	4.34e-11	5.07e-11
NED36-5a_LP-DIR-AF-240	NED36-5a_LP-DIR-AF	NED36-5a	1.6	227.3	-5.7	0.105	0	0	0	43	273	This study	hargrave 2019-10-18 17:20:19	LT-AF-Z:LP-DIR-AF	g	7076	u	4	273	pmagpy-4.2.28	5.749999999999999e-09	1.95e-10	4.35e-11	4.2e-11
NED36-5a_LP-DIR-AF-241	NED36-5a_LP-DIR-AF	NED36-5a	1.6	229.4	-7.2	0.11	0	0	0	44	273	This study	hargrave 2019-10-18 17:21:40	LT-AF-Z:LP-DIR-AF	g	7077	u	4	273	pmagpy-4.2.28	5.560000000000001e-09	1.82e-10	4.2700000000000005e-11	4.51e-11
NED36-5a_LP-DIR-AF-242	NED36-5a_LP-DIR-AF	NED36-5a	1.6	229.3	-6.9	0.115	0	0	0	45	273	This study	hargrave 2019-10-18 17:23:01	LT-AF-Z:LP-DIR-AF	g	7078	u	4	273	pmagpy-4.2.28	5.520000000000001e-09	1.81e-10	3.75e-11	4.55e-11
NED36-5a_LP-DIR-AF-243	NED36-5a_LP-DIR-AF	NED36-5a	1.6	231.4	-7.6	0.12	0	0	0	46	273	This study	hargrave 2019-10-18 17:24:23	LT-AF-Z:LP-DIR-AF	g	7079	u	4	273	pmagpy-4.2.28	4.99e-09	1.64e-10	3.98e-11	4.08e-11
NED36-5a_LP-DIR-AF-244	NED36-5a_LP-DIR-AF	NED36-5a	1.7	232.1	-6.8	0.125	0	0	0	47	273	This study	hargrave 2019-10-18 17:25:46	LT-AF-Z:LP-DIR-AF	g	7080	u	4	273	pmagpy-4.2.28	4.98e-09	1.71e-10	4.0700000000000006e-11	4.2e-11
NED36-5a_LP-DIR-AF-245	NED36-5a_LP-DIR-AF	NED36-5a	1.7	230.8	-6.6	0.13	0	0	0	48	273	This study	hargrave 2019-10-18 17:27:09	LT-AF-Z:LP-DIR-AF	g	7081	u	4	273	pmagpy-4.2.28	4.5e-09	1.54e-10	3.26e-11	4.02e-11
NED36-7a_LP-DIR-AF-246	NED36-7a_LP-DIR-AF	NED36-7a	2	227.7	0.2	0	0	0	0	0	273	This study	hargrave 2019-10-18 17:29:38	LT-NO:LP-DIR-AF	g	7082	u	4	273	pmagpy-4.2.28	2.03e-08	6.39e-10	3.88e-10	1.26e-10
NED36-7a_LP-DIR-AF-247	NED36-7a_LP-DIR-AF	NED36-7a	1.9	227.5	0.2	0.001	0	0	0	1	273	This study	hargrave 2019-10-18 17:30:59	LT-AF-Z:LP-DIR-AF	g	7083	u	4	273	pmagpy-4.2.28	2.03e-08	6.29e-10	3.81e-10	1.38e-10
NED36-7a_LP-DIR-AF-248	NED36-7a_LP-DIR-AF	NED36-7a	1.9	227.4	0.2	0.002	0	0	0	2	273	This study	hargrave 2019-10-18 17:32:19	LT-AF-Z:LP-DIR-AF	g	7084	u	4	273	pmagpy-4.2.28	2.03e-08	6.320000000000001e-10	3.73e-10	1.5e-10
NED36-7a_LP-DIR-AF-249	NED36-7a_LP-DIR-AF	NED36-7a	1.9	227.4	0.2	0.003	0	0	0	3	273	This study	hargrave 2019-10-18 17:33:39	LT-AF-Z:LP-DIR-AF	g	7085	u	4	273	pmagpy-4.2.28	2.03e-08	6.24e-10	3.65e-10	1.49e-10
NED36-7a_LP-DIR-AF-250	NED36-7a_LP-DIR-AF	NED36-7a	1.9	227.4	0.1	0.004	0	0	0	4	273	This study	hargrave 2019-10-18 17:35:01	LT-AF-Z:LP-DIR-AF	g	7086	u	4	273	pmagpy-4.2.28	2.02e-08	6.3e-10	3.77e-10	1.51e-10
NED36-7a_LP-DIR-AF-251	NED36-7a_LP-DIR-AF	NED36-7a	1.9	227.4	0.1	0.005	0	0	0	5	273	This study	hargrave 2019-10-18 17:36:21	LT-AF-Z:LP-DIR-AF	g	7087	u	4	273	pmagpy-4.2.28	2.02e-08	6.26e-10	3.76e-10	1.53e-10
NED36-7a_LP-DIR-AF-252	NED36-7a_LP-DIR-AF	NED36-7a	1.9	227.5	0.1	0.006	0	0	0	6	273	This study	hargrave 2019-10-18 17:37:41	LT-AF-Z:LP-DIR-AF	g	7088	u	4	273	pmagpy-4.2.28	2.02e-08	6.27e-10	3.75e-10	1.51e-10
NED36-7a_LP-DIR-AF-253	NED36-7a_LP-DIR-AF	NED36-7a	1.9	227.4	0	0.007	0	0	0	7	273	This study	hargrave 2019-10-18 17:39:02	LT-AF-Z:LP-DIR-AF	g	7089	u	4	273	pmagpy-4.2.28	2.02e-08	6.3e-10	3.81e-10	1.48e-10
NED36-7a_LP-DIR-AF-254	NED36-7a_LP-DIR-AF	NED36-7a	1.9	227.5	-0.2	0.008	0	0	0	8	273	This study	hargrave 2019-10-18 17:40:22	LT-AF-Z:LP-DIR-AF	g	7090	u	4	273	pmagpy-4.2.28	2.01e-08	6.24e-10	3.81e-10	1.53e-10
NED36-7a_LP-DIR-AF-255	NED36-7a_LP-DIR-AF	NED36-7a	1.9	227.6	-0.3	0.009	0	0	0	9	273	This study	hargrave 2019-10-18 17:41:42	LT-AF-Z:LP-DIR-AF	g	7091	u	4	273	pmagpy-4.2.28	2.01e-08	6.18e-10	3.75e-10	1.49e-10
NED36-7a_LP-DIR-AF-256	NED36-7a_LP-DIR-AF	NED36-7a	1.9	227.8	-0.5	0.01	0	0	0	10	273	This study	hargrave 2019-10-18 17:43:02	LT-AF-Z:LP-DIR-AF	g	7092	u	4	273	pmagpy-4.2.28	2e-08	6.22e-10	3.8e-10	1.51e-10
NED36-7a_LP-DIR-AF-257	NED36-7a_LP-DIR-AF	NED36-7a	1.9	228.0	-0.8	0.012	0	0	0	11	273	This study	hargrave 2019-10-18 17:44:22	LT-AF-Z:LP-DIR-AF	g	7093	u	4	273	pmagpy-4.2.28	1.99e-08	6.169999999999999e-10	3.78e-10	1.5e-10
NED36-7a_LP-DIR-AF-258	NED36-7a_LP-DIR-AF	NED36-7a	1.9	228.4	-1.2	0.014	0	0	0	12	273	This study	hargrave 2019-10-18 17:45:43	LT-AF-Z:LP-DIR-AF	g	7094	u	4	273	pmagpy-4.2.28	1.98e-08	6.130000000000001e-10	3.84e-10	1.52e-10
NED36-7a_LP-DIR-AF-259	NED36-7a_LP-DIR-AF	NED36-7a	1.9	228.7	-1.7	0.016	0	0	0	13	273	This study	hargrave 2019-10-18 17:47:03	LT-AF-Z:LP-DIR-AF	g	7095	u	4	273	pmagpy-4.2.28	1.96e-08	6.1e-10	3.86e-10	1.53e-10
NED36-7a_LP-DIR-AF-260	NED36-7a_LP-DIR-AF	NED36-7a	2	229.1	-2.1	0.018	0	0	0	14	273	This study	hargrave 2019-10-18 17:48:23	LT-AF-Z:LP-DIR-AF	g	7096	u	4	273	pmagpy-4.2.28	1.95e-08	6.110000000000001e-10	3.89e-10	1.44e-10
NED36-7a_LP-DIR-AF-261	NED36-7a_LP-DIR-AF	NED36-7a	2	229.4	-2.5	0.02	0	0	0	15	273	This study	hargrave 2019-10-18 17:49:43	LT-AF-Z:LP-DIR-AF	g	7097	u	4	273	pmagpy-4.2.28	1.93e-08	6.03e-10	3.94e-10	1.46e-10
NED36-7a_LP-DIR-AF-262	NED36-7a_LP-DIR-AF	NED36-7a	2	229.7	-2.9	0.022	0	0	0	16	273	This study	hargrave 2019-10-18 17:51:03	LT-AF-Z:LP-DIR-AF	g	7098	u	4	273	pmagpy-4.2.28	1.91e-08	5.99e-10	3.96e-10	1.49e-10
NED36-7a_LP-DIR-AF-263	NED36-7a_LP-DIR-AF	NED36-7a	2	229.8	-3.3	0.024	0	0	0	17	273	This study	hargrave 2019-10-18 17:52:23	LT-AF-Z:LP-DIR-AF	g	7099	u	4	273	pmagpy-4.2.28	1.88e-08	5.94e-10	4.09e-10	1.4699999999999998e-10
NED36-7a_LP-DIR-AF-264	NED36-7a_LP-DIR-AF	NED36-7a	2	230.0	-3.6	0.026	0	0	0	18	273	This study	hargrave 2019-10-18 17:53:43	LT-AF-Z:LP-DIR-AF	g	7100	u	4	273	pmagpy-4.2.28	1.86e-08	5.91e-10	4.08e-10	1.3999999999999998e-10
NED36-7a_LP-DIR-AF-265	NED36-7a_LP-DIR-AF	NED36-7a	1.7	230.2	-3.9	0.028	0	0	0	19	273	This study	hargrave 2019-10-18 17:55:07	LT-AF-Z:LP-DIR-AF	g	7101	u	4	273	pmagpy-4.2.28	1.85e-08	5.47e-10	2.95e-10	1.4500000000000002e-10
NED36-7a_LP-DIR-AF-266	NED36-7a_LP-DIR-AF	NED36-7a	2.1	230.3	-4.3	0.03	0	0	0	20	273	This study	hargrave 2019-10-18 17:56:28	LT-AF-Z:LP-DIR-AF	g	7102	u	4	273	pmagpy-4.2.28	1.82e-08	5.820000000000001e-10	4.14e-10	1.43e-10
NED36-7a_LP-DIR-AF-267	NED36-7a_LP-DIR-AF	NED36-7a	2.1	230.6	-4.3	0.032	0	0	0	21	273	This study	hargrave 2019-10-18 17:57:48	LT-AF-Z:LP-DIR-AF	g	7103	u	4	273	pmagpy-4.2.28	1.8e-08	5.74e-10	4.19e-10	1.43e-10
NED36-7a_LP-DIR-AF-268	NED36-7a_LP-DIR-AF	NED36-7a	2.1	230.8	-5.1	0.034	0	0	0	22	273	This study	hargrave 2019-10-18 17:59:08	LT-AF-Z:LP-DIR-AF	g	7104	u	4	273	pmagpy-4.2.28	1.77e-08	5.67e-10	4.17e-10	1.41e-10
NED36-7a_LP-DIR-AF-269	NED36-7a_LP-DIR-AF	NED36-7a	1.5	230.5	-5.2	0.036	0	0	0	23	273	This study	hargrave 2019-10-18 18:00:27	LT-AF-Z:LP-DIR-AF	g	7105	u	4	273	pmagpy-4.2.28	1.77e-08	6.090000000000001e-10	1.32e-10	1.34e-10
NED36-7a_LP-DIR-AF-270	NED36-7a_LP-DIR-AF	NED36-7a	1.5	231.2	-5.4	0.038	0	0	0	24	273	This study	hargrave 2019-10-18 18:01:52	LT-AF-Z:LP-DIR-AF	g	7106	u	4	273	pmagpy-4.2.28	1.76e-08	6.1e-10	3.29e-10	1.38e-10
NED36-7a_LP-DIR-AF-271	NED36-7a_LP-DIR-AF	NED36-7a	1.6	231.5	-5.6	0.04	0	0	0	25	273	This study	hargrave 2019-10-18 18:03:12	LT-AF-Z:LP-DIR-AF	g	7107	u	4	273	pmagpy-4.2.28	1.73e-08	5.94e-10	1.16e-10	1.35e-10
NED36-7a_LP-DIR-AF-272	NED36-7a_LP-DIR-AF	NED36-7a	1.6	231.8	-5.5	0.042	0	0	0	26	273	This study	hargrave 2019-10-18 18:04:32	LT-AF-Z:LP-DIR-AF	g	7108	u	4	273	pmagpy-4.2.28	1.72e-08	5.94e-10	1.01e-10	1.36e-10
NED36-7a_LP-DIR-AF-273	NED36-7a_LP-DIR-AF	NED36-7a	1.6	231.8	-5.5	0.044	0	0	0	27	273	This study	hargrave 2019-10-18 18:05:52	LT-AF-Z:LP-DIR-AF	g	7109	u	4	273	pmagpy-4.2.28	1.69e-08	5.84e-10	1.24e-10	1.3000000000000002e-10
NED36-7a_LP-DIR-AF-274	NED36-7a_LP-DIR-AF	NED36-7a	1.5	232.0	-5.3	0.046	0	0	0	28	273	This study	hargrave 2019-10-18 18:07:12	LT-AF-Z:LP-DIR-AF	g	7110	u	4	273	pmagpy-4.2.28	1.69e-08	5.73e-10	1.14e-10	1.31e-10
NED36-7a_LP-DIR-AF-275	NED36-7a_LP-DIR-AF	NED36-7a	1.6	232.4	-5.3	0.048	0	0	0	29	273	This study	hargrave 2019-10-18 18:08:32	LT-AF-Z:LP-DIR-AF	g	7111	u	4	273	pmagpy-4.2.28	1.65e-08	5.66e-10	1.12e-10	1.33e-10
NED36-7a_LP-DIR-AF-276	NED36-7a_LP-DIR-AF	NED36-7a	1.6	232.2	-5.4	0.05	0	0	0	30	273	This study	hargrave 2019-10-18 18:09:52	LT-AF-Z:LP-DIR-AF	g	7112	u	4	273	pmagpy-4.2.28	1.66e-08	5.77e-10	1.06e-10	1.33e-10
NED36-7a_LP-DIR-AF-277	NED36-7a_LP-DIR-AF	NED36-7a	1.6	232.7	-5.1	0.054	0	0	0	31	273	This study	hargrave 2019-10-18 18:11:13	LT-AF-Z:LP-DIR-AF	g	7113	u	4	273	pmagpy-4.2.28	1.62e-08	5.559999999999999e-10	1.1000000000000001e-10	1.29e-10
NED36-7a_LP-DIR-AF-278	NED36-7a_LP-DIR-AF	NED36-7a	1.5	232.4	-5.3	0.058	0	0	0	32	273	This study	hargrave 2019-10-18 18:12:32	LT-AF-Z:LP-DIR-AF	g	7114	u	4	273	pmagpy-4.2.28	1.59e-08	5.3e-10	1.02e-10	1.25e-10
NED36-7a_LP-DIR-AF-279	NED36-7a_LP-DIR-AF	NED36-7a	1.6	232.1	-5.7	0.062	0	0	0	33	273	This study	hargrave 2019-10-18 18:13:52	LT-AF-Z:LP-DIR-AF	g	7115	u	4	273	pmagpy-4.2.28	1.54e-08	5.38e-10	8.98e-11	1.19e-10
NED36-7a_LP-DIR-AF-280	NED36-7a_LP-DIR-AF	NED36-7a	1.6	232.0	-5.7	0.066	0	0	0	34	273	This study	hargrave 2019-10-18 18:15:12	LT-AF-Z:LP-DIR-AF	g	7116	u	4	273	pmagpy-4.2.28	1.52e-08	5.32e-10	8.55e-11	1.18e-10
NED36-7a_LP-DIR-AF-281	NED36-7a_LP-DIR-AF	NED36-7a	1.6	231.8	-6.2	0.07	0	0	0	35	273	This study	hargrave 2019-10-18 18:16:32	LT-AF-Z:LP-DIR-AF	g	7117	u	4	273	pmagpy-4.2.28	1.47e-08	5.1e-10	8.320000000000001e-11	1.14e-10
NED36-7a_LP-DIR-AF-282	NED36-7a_LP-DIR-AF	NED36-7a	1.6	232.7	-6.8	0.074	0	0	0	36	273	This study	hargrave 2019-10-18 18:17:52	LT-AF-Z:LP-DIR-AF	g	7118	u	4	273	pmagpy-4.2.28	1.44e-08	4.92e-10	8.63e-11	1.12e-10
NED36-7a_LP-DIR-AF-283	NED36-7a_LP-DIR-AF	NED36-7a	1.6	231.9	-7	0.078	0	0	0	37	273	This study	hargrave 2019-10-18 18:19:12	LT-AF-Z:LP-DIR-AF	g	7119	u	4	273	pmagpy-4.2.28	1.41e-08	4.93e-10	8.659999999999999e-11	1.11e-10
NED36-7a_LP-DIR-AF-284	NED36-7a_LP-DIR-AF	NED36-7a	1.6	232.0	-6.8	0.082	0	0	0	38	273	This study	hargrave 2019-10-18 18:20:32	LT-AF-Z:LP-DIR-AF	g	7120	u	4	273	pmagpy-4.2.28	1.36e-08	4.76e-10	7.3e-11	1.03e-10
NED36-7a_LP-DIR-AF-285	NED36-7a_LP-DIR-AF	NED36-7a	1.6	231.2	-7.5	0.086	0	0	0	39	273	This study	hargrave 2019-10-18 18:21:53	LT-AF-Z:LP-DIR-AF	g	7121	u	4	273	pmagpy-4.2.28	1.32e-08	4.64e-10	8.279999999999999e-11	1e-10
NED36-7a_LP-DIR-AF-286	NED36-7a_LP-DIR-AF	NED36-7a	1.6	233.0	-6.9	0.09	0	0	0	40	273	This study	hargrave 2019-10-18 18:23:13	LT-AF-Z:LP-DIR-AF	g	7122	u	4	273	pmagpy-4.2.28	1.29e-08	4.42e-10	7.6e-11	9.83e-11
NED36-7a_LP-DIR-AF-287	NED36-7a_LP-DIR-AF	NED36-7a	1.6	231.1	-6.2	0.095	0	0	0	41	273	This study	hargrave 2019-10-18 18:24:33	LT-AF-Z:LP-DIR-AF	g	7123	u	4	273	pmagpy-4.2.28	1.23e-08	4.22e-10	6.56e-11	1e-10
NED36-7a_LP-DIR-AF-288	NED36-7a_LP-DIR-AF	NED36-7a	1.6	233.6	-6.8	0.1	0	0	0	42	273	This study	hargrave 2019-10-18 18:25:54	LT-AF-Z:LP-DIR-AF	g	7124	u	4	273	pmagpy-4.2.28	1.17e-08	3.98e-10	6.49e-11	9.31e-11
