tab	specimens																							
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
NED26-5a		NED26-5																This study	LP-NOMAG				ECMB	NED26
NED26-6a	NED26-6a_LP-DIR-AF	NED26-6		lc	6.1	-75.2	3	11	-1	159.7	1	0.012	0.001	T	hargrave 2019-09-26 09:13:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED26
NED26-6a	NED26-6a_LP-DIR-AF	NED26-6		mc	204	54.1	3	8	-1	16.9	0.2	0.044	0.03	T	hargrave 2019-09-26 09:13:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED26
NED26-6a	NED26-6a_LP-DIR-AF	NED26-6		hc	106.9	44.9	3	9	-1	3.5	2.8	0.13	0.09	T	hargrave 2019-09-26 09:13:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED26
NED26-6a	NED26-6a_LP-DIR-AF	NED26-6		mc	165	72.1	3	8	0	16.9	0.2	0.044	0.03	T	hargrave 2019-09-26 09:13:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED26
NED26-6a	NED26-6a_LP-DIR-AF	NED26-6		lc	32.7	-59.6	3	11	0	159.7	1	0.012	0.001	T	hargrave 2019-09-26 09:13:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED26
NED26-6a	NED26-6a_LP-DIR-AF	NED26-6		hc	278.2	40.2	3	9	0	3.5	2.8	0.13	0.09	T	hargrave 2019-09-26 09:13:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED26
NED26-6a		NED26-6																This study	LP-NOMAG				ECMB	NED26
NED26-7a	NED26-7a_LP-DIR-AF	NED26-7		lc	7.7	-70.2	3	7	-1	161.9	2.1	0.009	0.003	T	hargrave 2019-09-26 11:27:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED26
NED26-7a	NED26-7a_LP-DIR-AF	NED26-7		mc	204.6	49.4	3	10	-1	14.2	0.2	0.048	0.03	T	hargrave 2019-09-26 11:27:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED26
NED26-7a	NED26-7a_LP-DIR-AF	NED26-7		hc	118.8	46.9	3	9	-1	9	4.1	0.13	0.09	T	hargrave 2019-09-26 11:27:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED26
NED26-7a	NED26-7a_LP-DIR-AF	NED26-7		hc	272.5	47.6	3	9	0	9	4.1	0.13	0.09	T	hargrave 2019-09-26 11:27:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED26
NED26-7a	NED26-7a_LP-DIR-AF	NED26-7		mc	148.9	71.9	3	10	0	14.2	0.2	0.048	0.03	T	hargrave 2019-09-26 11:27:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED26
NED26-7a	NED26-7a_LP-DIR-AF	NED26-7		lc	24.2	-62.5	3	7	0	161.9	2.1	0.009	0.003	T	hargrave 2019-09-26 11:27:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED26
NED26-7a		NED26-7																This study	LP-NOMAG				ECMB	NED26
NED26-8a	NED26-8a_LP-DIR-AF	NED26-8		hc	115.8	40.2	3	9	-1	1.8	3.9	0.13	0.09	T	hargrave 2019-09-26 13:42:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED26
NED26-8a	NED26-8a_LP-DIR-AF	NED26-8		mc	199	47.4	3	10	-1	16.4	0.2	0.048	0.03	T	hargrave 2019-09-26 13:42:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED26
NED26-8a	NED26-8a_LP-DIR-AF	NED26-8		lc	10.5	-68.7	3	10	-1	158.2	1.2	0.01	0.001	T	hargrave 2019-09-26 13:42:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED26
NED26-8a	NED26-8a_LP-DIR-AF	NED26-8		hc	281.7	42	3	9	0	1.8	3.9	0.13	0.09	T	hargrave 2019-09-26 13:42:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED26
NED26-8a	NED26-8a_LP-DIR-AF	NED26-8		lc	26.1	-60.7	3	10	0	158.2	1.2	0.01	0.001	T	hargrave 2019-09-26 13:42:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED26
NED26-8a	NED26-8a_LP-DIR-AF	NED26-8		mc	158.4	74.5	3	10	0	16.4	0.2	0.048	0.03	T	hargrave 2019-09-26 13:42:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED26
NED26-8a		NED26-8																This study	LP-NOMAG				ECMB	NED26
NED27-1a	NED27-1a_LP-DIR-AF	NED27-1		llc	307.2	66.5	2	4	-1	52.9	14.8	0.004	0.001	T	hargrave 2019-09-25 10:23:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED27
NED27-1a	NED27-1a_LP-DIR-AF	NED27-1		hc	277.2	8.9	2	14	-1	1.4	0.3	0.13	0.07	T	hargrave 2019-09-25 10:23:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED27
NED27-1a	NED27-1a_LP-DIR-AF	NED27-1		hc	298.9	8.1	2	14	0	1.4	0.3	0.13	0.07	T	hargrave 2019-09-25 10:23:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED27
NED27-1a	NED27-1a_LP-DIR-AF	NED27-1		llc	337.3	62.5	2	4	0	52.9	14.8	0.004	0.001	T	hargrave 2019-09-25 10:23:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED27
NED27-1a		NED27-1																This study	LP-NOMAG				ECMB	NED27
NED27-2a	NED27-2a_LP-DIR-AF	NED27-2		llc	202.5	45.5	2	3	-1	20.6	2	0.005	0.003	T	hargrave 2019-09-25 11:36:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED27
NED27-2a	NED27-2a_LP-DIR-AF	NED27-2		hc	343.8	44.9	2	14	-1	1.4	3.7	0.13	0.07	T	hargrave 2019-09-25 11:36:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED27
NED27-2a	NED27-2a_LP-DIR-AF	NED27-2		hc	233.6	30.4	2	14	0	1.4	3.7	0.13	0.07	T	hargrave 2019-09-25 11:36:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED27
NED27-2a	NED27-2a_LP-DIR-AF	NED27-2		llc	98.1	59	2	3	0	20.6	2	0.005	0.003	T	hargrave 2019-09-25 11:36:15	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED27
NED27-2a		NED27-2																This study	LP-NOMAG				ECMB	NED27
NED27-3a	NED27-3a_LP-DIR-AF	NED27-3		llc	204.9	22.2	2	4	-1	89.7	2.7	0.004	0.001	T	hargrave 2019-09-25 12:44:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED27
NED27-3a	NED27-3a_LP-DIR-AF	NED27-3		hc	8.9	38.8	2	24	-1	1.8	1.1	0.13	0.04	T	hargrave 2019-09-25 12:44:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED27
NED27-3a	NED27-3a_LP-DIR-AF	NED27-3		llc	75.9	27.6	2	4	0	89.7	2.7	0.004	0.001	T	hargrave 2019-09-25 12:44:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED27
NED27-3a	NED27-3a_LP-DIR-AF	NED27-3		hc	238	32.9	2	24	0	1.8	1.1	0.13	0.04	T	hargrave 2019-09-25 12:44:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED27
NED27-3a		NED27-3																This study	LP-NOMAG				ECMB	NED27
NED27-4a	NED27-4a_LP-DIR-AF	NED27-4		hc	340.1	56	3	10	-1	6.3	1.5	0.13	0.086	T	hargrave 2019-09-25 13:55:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED27
NED27-4a	NED27-4a_LP-DIR-AF	NED27-4		mc	317.6	62.3	3	11	-1	9.4	0.6	0.07	0.04	T	hargrave 2019-09-25 13:55:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED27
NED27-4a	NED27-4a_LP-DIR-AF	NED27-4		llc	248.5	52	3	3	-1	23.7	3.8	0.004	0.002	T	hargrave 2019-09-25 13:55:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED27
NED27-4a	NED27-4a_LP-DIR-AF	NED27-4		mc	186	59.2	3	11	0	9.4	0.6	0.07	0.04	T	hargrave 2019-09-25 13:55:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED27
NED27-4a	NED27-4a_LP-DIR-AF	NED27-4		hc	205.7	52.3	3	10	0	6.3	1.5	0.13	0.086	T	hargrave 2019-09-25 13:55:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED27
NED27-4a	NED27-4a_LP-DIR-AF	NED27-4		llc	117.3	53.3	3	3	0	23.7	3.8	0.004	0.002	T	hargrave 2019-09-25 13:55:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED27
NED27-4a		NED27-4																This study	LP-NOMAG				ECMB	NED27
NED27-5a	NED27-5a_LP-DIR-AF	NED27-5		hc	17.1	45	2	14	-1	1.6	0.8	0.13	0.07	T	hargrave 2019-09-25 15:05:22	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED27
NED27-5a	NED27-5a_LP-DIR-AF	NED27-5		llc	255	28.8	2	5	-1	71.7	3.6	0.005	0.001	T	hargrave 2019-09-25 15:05:22	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED27
NED27-5a	NED27-5a_LP-DIR-AF	NED27-5		llc	113.9	29.7	2	5	0	71.7	3.6	0.005	0.001	T	hargrave 2019-09-25 15:05:22	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED27
NED27-5a	NED27-5a_LP-DIR-AF	NED27-5		hc	232.8	41.2	2	14	0	1.6	0.8	0.13	0.07	T	hargrave 2019-09-25 15:05:22	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED27
NED27-5a		NED27-5																This study	LP-NOMAG				ECMB	NED27
NED27-6a	NED27-6a_LP-DIR-AF	NED27-6		llc	36.8	13.9	2	5	-1	51.1	2.3	0.005	0.001	T	hargrave 2019-09-25 16:17:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED27
NED27-6a	NED27-6a_LP-DIR-AF	NED27-6		hc	121.1	36.9	2	24	-1	1.7	0.9	0.13	0.04	T	hargrave 2019-09-25 16:17:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED27
NED27-6a	NED27-6a_LP-DIR-AF	NED27-6		llc	144.1	10.7	2	5	0	51.1	2.3	0.005	0.001	T	hargrave 2019-09-25 16:17:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED27
NED27-6a	NED27-6a_LP-DIR-AF	NED27-6		hc	226.2	38.8	2	24	0	1.7	0.9	0.13	0.04	T	hargrave 2019-09-25 16:17:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED27
NED27-6a		NED27-6																This study	LP-NOMAG				ECMB	NED27
NED27-7a	NED27-7a_LP-DIR-AF	NED27-7		llc	150.7	15.2	2	4	-1	84.8	4.3	0.004	0.001	T	hargrave 2019-09-25 17:29:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED27
NED27-7a	NED27-7a_LP-DIR-AF	NED27-7		hc	50.2	43.5	2	24	-1	1	0.6	0.13	0.04	T	hargrave 2019-09-25 17:29:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED27
NED27-7a	NED27-7a_LP-DIR-AF	NED27-7		hc	229.2	30.8	2	24	0	1	0.6	0.13	0.04	T	hargrave 2019-09-25 17:29:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED27
NED27-7a	NED27-7a_LP-DIR-AF	NED27-7		llc	335.5	30.6	2	4	0	84.8	4.3	0.004	0.001	T	hargrave 2019-09-25 17:29:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED27
NED27-7a		NED27-7																This study	LP-NOMAG				ECMB	NED27
NED27-8a	NED27-8a_LP-DIR-AF	NED27-8		llc	96.8	47.4	2	3	-1	27.4	9.9	0.003	0.001	T	hargrave 2019-09-25 18:39:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED27
NED27-8a	NED27-8a_LP-DIR-AF	NED27-8		hc	81.7	25.7	2	24	-1	2.5	0.7	0.13	0.04	T	hargrave 2019-09-25 18:39:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED27
NED27-8a	NED27-8a_LP-DIR-AF	NED27-8		llc	263.7	47.7	2	3	0	27.4	9.9	0.003	0.001	T	hargrave 2019-09-25 18:39:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED27
NED27-8a	NED27-8a_LP-DIR-AF	NED27-8		hc	255	23.9	2	24	0	2.5	0.7	0.13	0.04	T	hargrave 2019-09-25 18:39:03	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED27
NED27-8a		NED27-8																This study	LP-NOMAG				ECMB	NED27
NED28-1a	NED28-1a_LP-DIR-AF	NED28-1		hc	307.2	51.3	2	22	-1	1.7	1.2	0.13	0.044	T	hargrave 2019-09-27 06:02:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED28
NED28-1a	NED28-1a_LP-DIR-AF	NED28-1		lc	270.4	-4.7	2	6	-1	58.5	5.1	0.006	0.001	T	hargrave 2019-09-27 06:02:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED28
NED28-1a	NED28-1a_LP-DIR-AF	NED28-1		hc	94.2	49.4	2	22	0	1.7	1.2	0.13	0.044	T	hargrave 2019-09-27 06:02:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED28
NED28-1a	NED28-1a_LP-DIR-AF	NED28-1		lc	54.3	-4.7	2	6	0	58.5	5.1	0.006	0.001	T	hargrave 2019-09-27 06:02:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED28
NED28-1a		NED28-1																This study	LP-NOMAG				ECMB	NED28
NED28-2a	NED28-2a_LP-DIR-AF	NED28-2		lc	286.7	-55.8	2	7	-1	6.5	3.8	0.012	0.005	T	hargrave 2019-09-27 07:17:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED28
NED28-2a	NED28-2a_LP-DIR-AF	NED28-2		mc	346.6	78.8	2	7	-1	2.2	4.3	0.078	0.054	T	hargrave 2019-09-27 07:17:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED28
NED28-2a	NED28-2a_LP-DIR-AF	NED28-2		lc	73.9	-57.2	2	7	0	6.5	3.8	0.012	0.005	T	hargrave 2019-09-27 07:17:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED28
NED28-2a	NED28-2a_LP-DIR-AF	NED28-2		mc	149.3	71.9	2	7	0	2.2	4.3	0.078	0.054	T	hargrave 2019-09-27 07:17:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED28
NED28-2a		NED28-2																This study	LP-NOMAG				ECMB	NED28
NED28-3a	NED28-3a_LP-DIR-AF	NED28-3		mc	288.1	80.5	2	6	-1	2.4	14.6	0.11	0.086	T	hargrave 2019-09-27 08:45:13	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED28
NED28-3a	NED28-3a_LP-DIR-AF	NED28-3		lc	158.4	-47.4	2	7	-1	11.5	1.1	0.007	0.001	T	hargrave 2019-09-27 08:45:13	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED28
NED28-3a	NED28-3a_LP-DIR-AF	NED28-3		mc	129.3	78.6	2	6	0	2.4	14.6	0.11	0.086	T	hargrave 2019-09-27 08:45:13	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED28
NED28-3a	NED28-3a_LP-DIR-AF	NED28-3		lc	341.7	-43.7	2	7	0	11.5	1.1	0.007	0.001	T	hargrave 2019-09-27 08:45:13	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED28
NED28-3a		NED28-3																This study	LP-NOMAG				ECMB	NED28
NED28-4a	NED28-4a_LP-DIR-AF	NED28-4		lc	316	-72	2	10	-1	1.5	0.5	0.03	0.012	T	hargrave 2019-09-27 09:52:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED28
NED28-4a	NED28-4a_LP-DIR-AF	NED28-4		mc	72.6	71.9	2	12	-1	14.7	2.1	0.1	0.054	T	hargrave 2019-09-27 09:52:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED28
NED28-4a	NED28-4a_LP-DIR-AF	NED28-4		lc	45.7	-74.6	2	10	0	1.5	0.5	0.03	0.012	T	hargrave 2019-09-27 09:52:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED28
NED28-4a	NED28-4a_LP-DIR-AF	NED28-4		mc	161.6	70.4	2	12	0	14.7	2.1	0.1	0.054	T	hargrave 2019-09-27 09:52:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED28
NED28-4a		NED28-4																This study	LP-NOMAG				ECMB	NED28
NED28-5a	NED28-5a_LP-DIR-AF	NED28-5		lc	84	-73.9	2	5	-1	14.9	1.8	0.018	0.01	T	hargrave 2019-09-27 11:01:27	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED28
NED28-5a	NED28-5a_LP-DIR-AF	NED28-5		mc	26.9	76.1	2	7	-1	6.5	2.9	0.09	0.066	T	hargrave 2019-09-27 11:01:27	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED28
NED28-5a	NED28-5a_LP-DIR-AF	NED28-5		lc	260.7	-73.6	2	5	0	14.9	1.8	0.018	0.01	T	hargrave 2019-09-27 11:01:27	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED28
NED28-5a	NED28-5a_LP-DIR-AF	NED28-5		mc	179.5	71.5	2	7	0	6.5	2.9	0.09	0.066	T	hargrave 2019-09-27 11:01:27	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED28
NED28-5a		NED28-5																This study	LP-NOMAG				ECMB	NED28
NED29-1a	NED29-1a_LP-DIR-AF	NED29-1		lc	249.4	-10.2	2	5	-1	69.6	6.3	0.005	0.001	T	hargrave 2019-09-30 11:46:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-1a	NED29-1a_LP-DIR-AF	NED29-1		mc	193.8	48.2	2	15	-1	10.8	2.3	0.086	0.04	T	hargrave 2019-09-30 11:46:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-1a	NED29-1a_LP-DIR-AF	NED29-1		lc	214.7	1.1	2	5	0	69.6	6.3	0.005	0.001	T	hargrave 2019-09-30 11:46:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-1a	NED29-1a_LP-DIR-AF	NED29-1		mc	187.8	75.8	2	15	0	10.8	2.3	0.086	0.04	T	hargrave 2019-09-30 11:46:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-1a		NED29-1																This study	LP-NOMAG				ECMB	NED29
NED29-2a	NED29-2a_LP-DIR-AF	NED29-2		mc	194.6	55.7	2	3	-1	31.3	1.8	0.078	0.07	T	hargrave 2019-09-30 12:53:55	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-2a	NED29-2a_LP-DIR-AF	NED29-2		lc	235.4	-14.8	2	5	-1	68.2	6.8	0.005	0.001	T	hargrave 2019-09-30 12:53:55	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-2a	NED29-2a_LP-DIR-AF	NED29-2		mc	200.4	76.8	2	3	0	31.3	1.8	0.078	0.07	T	hargrave 2019-09-30 12:53:55	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-2a	NED29-2a_LP-DIR-AF	NED29-2		lc	214.8	-1.2	2	5	0	68.2	6.8	0.005	0.001	T	hargrave 2019-09-30 12:53:55	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-2a		NED29-2																This study	LP-NOMAG				ECMB	NED29
NED29-3a	NED29-3a_LP-DIR-AF	NED29-3		lc	248.7	-18.3	2	5	-1	69	6	0.005	0.001	T	hargrave 2019-09-30 14:02:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-3a	NED29-3a_LP-DIR-AF	NED29-3		mc	222.3	58.2	2	9	-1	5.5	3.1	0.062	0.04	T	hargrave 2019-09-30 14:02:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-3a	NED29-3a_LP-DIR-AF	NED29-3		mc	249.1	69.2	2	9	0	5.5	3.1	0.062	0.04	T	hargrave 2019-09-30 14:02:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-3a	NED29-3a_LP-DIR-AF	NED29-3		lc	224.3	-8.4	2	5	0	69	6	0.005	0.001	T	hargrave 2019-09-30 14:02:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-3a		NED29-3																This study	LP-NOMAG				ECMB	NED29
NED29-4a	NED29-4a_LP-DIR-AF	NED29-4		lc	252.6	-19.5	1	4	-1	63.6	4.3	0.004	0.001	T	hargrave 2019-09-30 15:09:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-4a	NED29-4a_LP-DIR-AF	NED29-4		lc	221.1	-8.5	1	4	0	63.6	4.3	0.004	0.001	T	hargrave 2019-09-30 15:09:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-4a		NED29-4																This study	LP-NOMAG				ECMB	NED29
NED29-5a	NED29-5a_LP-DIR-AF	NED29-5		lc	239.5	-18.5	2	4	-1	71	3.5	0.004	0.001	T	hargrave 2019-09-30 16:16:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-5a	NED29-5a_LP-DIR-AF	NED29-5		mc	219.8	62.6	2	14	-1	8.2	2.3	0.07	0.034	T	hargrave 2019-09-30 16:16:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
NED29-5a	NED29-5a_LP-DIR-AF	NED29-5		lc	213.7	-7.7	2	4	0	71	3.5	0.004	0.001	T	hargrave 2019-09-30 16:16:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-5a	NED29-5a_LP-DIR-AF	NED29-5		mc	242.5	72.8	2	14	0	8.2	2.3	0.07	0.034	T	hargrave 2019-09-30 16:16:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED29
NED29-5a		NED29-5																This study	LP-NOMAG				ECMB	NED29
NED29-6a	NED29-6a_LP-DIR-AF	NED29-6		mc	203.6	54.3	2	12	-1	6.5	2.4	0.054	0.03	T	hargrave 2019-09-30 17:25:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED29
